자치구,평균온도,평균습도
Dobong-gu,34.2,58
Nowon-gu,37.6,47
Gangdong-gu,35.2,60
Nowon-gu,33.8,56
Dobong-gu,34.7,56
Gangdong-gu,33.7,80
Nowon-gu,34.2,54
Nowon-gu,32.7,61
Nowon-gu,33.8,75
Dobong-gu,34.1,59
Nowon-gu,33.2,100
Gangnam-gu,32,65
Dobong-gu,33.2,59
Dobong-gu,34,55
Nowon-gu,33.6,57
Gangdong-gu,34.8,52
Nowon-gu,33.1,60
Dobong-gu,33.2,61
Dobong-gu,33.3,60
Gangnam-gu,33,90
Dobong-gu,33.5,64
Dobong-gu,33.9,59
Dobong-gu,35.5,54
Dobong-gu,33.4,59
Dobong-gu,34.2,65
Gangdong-gu,33.5,100
Gangdong-gu,33.8,66
Dobong-gu,35,56
Dongdaemun-gu,33,61
Dobong-gu,34.3,56
Dobong-gu,34,56
Dobong-gu,33.1,62
Dongdaemun-gu,30.9,71
Gangnam-gu,32.8,89
Dobong-gu,32.9,61
Gangnam-gu,33.9,100
Gangdong-gu,35.2,49
Gangdong-gu,33.8,100
Gangdong-gu,32.5,72
Gangdong-gu,35.7,69
Gangdong-gu,33.9,54
Gangdong-gu,34.6,100
Gangdong-gu,33.4,55
Gangdong-gu,33.7,55
Gangnam-gu,27.9,100
Dongdaemun-gu,33.7,56
Gangdong-gu,33.7,61
Dongdaemun-gu,32.6,59
Dongdaemun-gu,33.2,60
Dongdaemun-gu,33.9,56
Gangdong-gu,33.5,100
Gangnam-gu,32.3,75
Gangdong-gu,33.3,59
Gangdong-gu,33.7,100
Gangnam-gu,32.2,100
Dobong-gu,33.3,60
Dobong-gu,33.3,60
Gangdong-gu,30.1,100
Dongdaemun-gu,33.9,55
Dongdaemun-gu,32.6,65
Dongdaemun-gu,33.6,55
Dongdaemun-gu,33.9,54
Gangdong-gu,32.4,100
Dongdaemun-gu,33.5,57
Dongdaemun-gu,32.5,59
Dongdaemun-gu,33.1,57
Dongdaemun-gu,33.6,54
Dongdaemun-gu,32.6,62
Dongdaemun-gu,33.8,56
Dongdaemun-gu,33,60
Gangdong-gu,33.7,78
Mapo-gu,32.6,96
Mapo-gu,32.3,100
Dongdaemun-gu,33.4,56
Dongdaemun-gu,33.5,54
Dongdaemun-gu,33.2,60
Dongjak-gu,33.1,72
Seocho-gu,31.7,100
Dongjak-gu,32.6,100
Mapo-gu,31,100
Mapo-gu,32,86
Dongdaemun-gu,33.3,59
Gangdong-gu,35.3,51
Dongjak-gu,33.6,55
Guro-gu,33.5,59
Seongdong-gu,28.6,58
Dongjak-gu,33.1,78
Mapo-gu,32.7,100
Mapo-gu,32.5,100
Mapo-gu,39.4,56
Gwanak-gu,32.1,100
Gangseo-gu,32.5,63
Mapo-gu,32.3,100
Gwangjin-gu,33.9,53
Mapo-gu,34.3,72
Gangbuk-gu,31.9,100
Dongdaemun-gu,32.4,100
Mapo-gu,31.5,88
Gangseo-gu,32.9,61
Guro-gu,34.3,57
Gangbuk-gu,31.4,90
Gwangjin-gu,33.7,55
Gangbuk-gu,31.1,98
Mapo-gu,32.4,100
Yongsan-gu,33.5,100
Gwanak-gu,34.4,56
Gangseo-gu,32.8,62
Guro-gu,35.2,53
Gangseo-gu,33.1,58
Gangseo-gu,32.6,62
Gangseo-gu,35.6,54
Gangseo-gu,30.8,72
Guro-gu,33.1,61
Jongno-gu,34.4,55
Gangseo-gu,32.2,65
Gangseo-gu,33.3,60
Gangseo-gu,31.9,64
Gangseo-gu,32.3,64
Jongno-gu,35,55
Gangseo-gu,32.8,62
Gangseo-gu,33.9,58
Jongno-gu,33.2,61
Gangseo-gu,32.6,62
Gangseo-gu,32,66
Gwangjin-gu,35.3,50
Gangseo-gu,32.5,64
Seongdong-gu,33.5,57
Gangseo-gu,33.2,61
Guro-gu,34,57
Gwangjin-gu,32.3,62
Seongdong-gu,33.5,58
Seongdong-gu,33.4,59
Gangseo-gu,32.1,64
Gwangjin-gu,34.7,51
Guro-gu,33,58
Guro-gu,33.4,61
Gangseo-gu,33.3,60
Gwangjin-gu,33.9,54
Gwangjin-gu,32.7,61
Gwangjin-gu,33.4,56
Gwangjin-gu,34,53
Guro-gu,33.3,60
Gangseo-gu,32.9,61
Guro-gu,35.9,52
Gwangjin-gu,34,55
Gangseo-gu,31.1,67
Guro-gu,34.6,55
Guro-gu,34.9,54
Guro-gu,35.2,55
Gwangjin-gu,33.6,56
Seongdong-gu,34.2,54
Gangbuk-gu,34.8,55
Guro-gu,34.3,57
Seongdong-gu,33.6,58
Guro-gu,33.5,58
Gwangjin-gu,32.9,60
Guro-gu,33.6,58
Gwangjin-gu,32.9,59
Guro-gu,32.7,64
Guro-gu,33.9,57
Seongdong-gu,32.7,60
Gwangjin-gu,33.6,55
Guro-gu,33.9,58
Guro-gu,33.2,59
Gwangjin-gu,33.6,55
Gwangjin-gu,34,55
Gangbuk-gu,33.6,60
Seoul_Grand_Park,34.5,68
Gwangjin-gu,34,56
Seocho-gu,34.2,68
Seongdong-gu,32.4,61
Seocho-gu,33.7,95
Seongdong-gu,33.1,59
Gwangjin-gu,33.4,57
Seongdong-gu,34,55
Gwangjin-gu,34.2,52
Seongdong-gu,32.6,61
Seongdong-gu,33.2,58
Seongdong-gu,32.9,59
Seongdong-gu,34.8,53
Seongdong-gu,33,60
Seoul_Grand_Park,32.8,100
Seongdong-gu,32.7,60
Seongdong-gu,33.7,56
Seongdong-gu,31.7,66
Seongdong-gu,33.3,59
Seongdong-gu,33.3,59
Seongdong-gu,32,65
Seongdong-gu,33.1,60
Seongdong-gu,34.3,55
Seongdong-gu,32.9,61
Seongdong-gu,33.3,55
Seongdong-gu,33.2,58
Seongdong-gu,33.1,58
Seongdong-gu,32.5,61
Seongdong-gu,32.5,62
Seongdong-gu,33.9,57
Seongdong-gu,33.2,57
Seongbuk-gu,32.8,62
Seongdong-gu,32.6,61
Seongdong-gu,33.4,60
Seongdong-gu,34.1,57
Seocho-gu,33.1,100
Seongdong-gu,32.3,63
Seocho-gu,32.9,100
Seongdong-gu,32.9,60
Seongdong-gu,34,56
Seongdong-gu,33.3,57
Seongdong-gu,33.3,58
Seongdong-gu,34.2,54
Seongdong-gu,33.3,58
Seongdong-gu,33.7,55
Seongdong-gu,31.7,64
Seongdong-gu,33.2,57
Seocho-gu,34.3,62
Seongdong-gu,32.3,62
Seongdong-gu,34.1,55
Songpa-gu,34.3,55
Seongdong-gu,33.3,68
Seongdong-gu,32.8,60
Songpa-gu,34.6,54
Songpa-gu,34.4,54
Songpa-gu,33.2,57
Seongdong-gu,30.4,100
Seongdong-gu,33.1,60
Songpa-gu,34.9,51
Seongdong-gu,34,54
Seongdong-gu,32.8,58
Seongbuk-gu,34,60
Seongbuk-gu,32.9,60
Seongbuk-gu,32.2,65
Seongdong-gu,32,62
Songpa-gu,34.2,55
Songpa-gu,34.4,52
Songpa-gu,33.8,57
Seongbuk-gu,34.1,59
Seongdong-gu,34.1,56
Seongdong-gu,33.5,57
Seongdong-gu,33.8,56
Seongdong-gu,33.3,58
Seongbuk-gu,32.3,63
Seongdong-gu,33.4,57
Seongbuk-gu,33.9,58
Seongdong-gu,33.3,57
Seongdong-gu,32.8,59
Seongdong-gu,31.6,65
Seongbuk-gu,33.7,58
Seongdong-gu,33.2,62
Yangcheon-gu,32.1,63
Songpa-gu,33.2,55
Seongbuk-gu,33.5,61
Seongbuk-gu,33.4,59
Seongbuk-gu,33.6,57
Seongbuk-gu,33.9,59
Seongdong-gu,33.7,56
Seongbuk-gu,33.9,57
Songpa-gu,34,53
Seongbuk-gu,32.8,61
Songpa-gu,33.2,56
Songpa-gu,33.8,57
Mapo-gu,33.4,58
Songpa-gu,33.3,56
Seongbuk-gu,32.3,62
Seongbuk-gu,33.7,60
Seongbuk-gu,33.7,58
Mapo-gu,33.3,62
Songpa-gu,33.8,56
Songpa-gu,33.5,55
Songpa-gu,34.4,52
Seongbuk-gu,32.6,78
Songpa-gu,34,54
Songpa-gu,33.7,55
Seongbuk-gu,33.5,57
Seongbuk-gu,32.3,60
Seongbuk-gu,34.1,56
Songpa-gu,33.2,57
Songpa-gu,34.1,52
Seongbuk-gu,31.8,67
Songpa-gu,34,53
Seongbuk-gu,33.5,59
Songpa-gu,34.1,54
Seongbuk-gu,31.2,69
Songpa-gu,33.9,55
Mapo-gu,33.5,60
Songpa-gu,33.9,55
Songpa-gu,33.4,57
Songpa-gu,34.7,59
Mapo-gu,33.5,60
Songpa-gu,33.1,57
Songpa-gu,32.8,59
Songpa-gu,33.9,55
Songpa-gu,34.1,55
Yangcheon-gu,33.3,61
Songpa-gu,34,53
Mapo-gu,33.9,58
Songpa-gu,33.4,56
Mapo-gu,33.8,58
Songpa-gu,34.4,54
Mapo-gu,34.4,56
Songpa-gu,32.7,77
Songpa-gu,34.4,53
Mapo-gu,33.5,62
Mapo-gu,33.4,60
Mapo-gu,32.5,63
Yangcheon-gu,30.8,71
Songpa-gu,32.7,59
Mapo-gu,34.4,54
Yangcheon-gu,33.1,61
Songpa-gu,34.6,53
Yangcheon-gu,33.1,61
Mapo-gu,32.8,62
Yangcheon-gu,32.9,61
Yangcheon-gu,34.2,59
Mapo-gu,33.8,56
Yangcheon-gu,32.3,62
Mapo-gu,32,65
Yangcheon-gu,33.7,59
Mapo-gu,34.1,57
Yangcheon-gu,33.1,60
Yangcheon-gu,33,60
Yangcheon-gu,31.9,63
Yangcheon-gu,33.1,61
Yangcheon-gu,32.9,61
Yangcheon-gu,33.6,60
Yangcheon-gu,35.6,54
Yangcheon-gu,31.7,64
Yangcheon-gu,33.6,58
Yangcheon-gu,32.2,61
Yangcheon-gu,33.1,61
Yangcheon-gu,34,60
Yangcheon-gu,33.2,61
Yangcheon-gu,32.4,65
Yangcheon-gu,33,60
Yangcheon-gu,33.1,62
Yangcheon-gu,34.1,58
Yangcheon-gu,32.5,61
Yangcheon-gu,33.3,60
Yangcheon-gu,33.5,59
Yangcheon-gu,33.1,61
Mapo-gu,32.5,64
Yangcheon-gu,32.9,60
Yangcheon-gu,32.1,64
Yangcheon-gu,31.6,65
Yangcheon-gu,33,62
Mapo-gu,34.9,56
Yangcheon-gu,33,62
Mapo-gu,33.9,59
Yangcheon-gu,33.7,59
Yangcheon-gu,32.8,61
Yangcheon-gu,32,63
Yangcheon-gu,33.3,59
Yangcheon-gu,32.6,62
Yangcheon-gu,33.9,58
Yangcheon-gu,33.3,60
Yangcheon-gu,33.4,61
Yangcheon-gu,32.6,63
Mapo-gu,34.4,58
Yangcheon-gu,33,60
Yangcheon-gu,34.5,57
Mapo-gu,31.6,67
Yangcheon-gu,32.6,62
Yangcheon-gu,33.9,57
Mapo-gu,35.2,55
Mapo-gu,33.1,63
Seodaemun-gu,35,55
Mapo-gu,34,55
Seocho-gu,32.8,99
Mapo-gu,33,63
Mapo-gu,32.9,64
Mapo-gu,35.8,51
Mapo-gu,34.7,56
Mapo-gu,33.8,58
Mapo-gu,34.1,58
Yangcheon-gu,33.1,59
Yangcheon-gu,34.5,56
Mapo-gu,34.4,59
Yangcheon-gu,31.9,64
Mapo-gu,33.3,59
Mapo-gu,33.9,58
Seocho-gu,33.8,58
Mapo-gu,33.7,60
Mapo-gu,34.6,58
Yangcheon-gu,32.3,63
Mapo-gu,31.8,65
Mapo-gu,33.9,58
Seocho-gu,31.7,64
Mapo-gu,34.8,56
Mapo-gu,32.7,62
Mapo-gu,33.6,60
Seocho-gu,33.3,61
Mapo-gu,32.9,62
Mapo-gu,34.6,57
Mapo-gu,34.2,56
Mapo-gu,34.3,59
Mapo-gu,35.2,55
Mapo-gu,33.6,58
Mapo-gu,33.9,56
Mapo-gu,33.9,58
Mapo-gu,33.4,61
Mapo-gu,35.3,54
Mapo-gu,32.2,66
Seodaemun-gu,34.6,57
Seodaemun-gu,34.5,60
Seocho-gu,34.4,57
Seongdong-gu,32.7,60
Mapo-gu,34,56
Seodaemun-gu,33.1,60
Seodaemun-gu,34.1,69
Seodaemun-gu,33.8,57
Seodaemun-gu,34.3,58
Seodaemun-gu,33.1,60
Mapo-gu,33.9,58
Seodaemun-gu,33.5,60
Seodaemun-gu,34.6,56
Seodaemun-gu,35,54
Mapo-gu,34.3,55
Seodaemun-gu,33.2,61
Seodaemun-gu,33.7,59
Seodaemun-gu,31.8,72
Mapo-gu,33.6,59
Seodaemun-gu,33.4,59
Seocho-gu,33.7,59
Seodaemun-gu,33.4,60
Seocho-gu,33.8,58
Seodaemun-gu,31.2,67
Seocho-gu,36,54
Seocho-gu,32.5,61
Seocho-gu,34.8,55
Seodaemun-gu,29.8,93
Seocho-gu,35.7,52
Seocho-gu,35.4,55
Seodaemun-gu,33.5,58
Seocho-gu,32.8,60
Gangnam-gu,33.7,56
Gangnam-gu,31.4,67
Gangnam-gu,31.5,63
Gangnam-gu,34.1,55
Gangnam-gu,32.7,64
Seocho-gu,33.5,59
Gangnam-gu,34,56
Gangnam-gu,33.7,56
Seocho-gu,35,52
Seocho-gu,35.2,54
Seodaemun-gu,33.9,57
Mapo-gu,32.7,63
Seocho-gu,34.8,61
Seocho-gu,34.5,56
Seocho-gu,34.2,56
Seocho-gu,33.2,59
Seocho-gu,34.8,53
Seocho-gu,32.6,62
Gangnam-gu,33.1,60
Seocho-gu,32.6,59
Dongjak-gu,31.5,70
Seocho-gu,34.4,100
Gangnam-gu,32.3,61
Seocho-gu,34.3,56
Gangnam-gu,33.1,60
Gangnam-gu,33.9,57
Gangnam-gu,30.1,73
Gangnam-gu,34.6,53
Gangnam-gu,32.9,62
Gangnam-gu,34.1,55
Gangnam-gu,33.2,57
Gangnam-gu,30.5,76
Gangnam-gu,31.9,68
Gangnam-gu,32.8,61
Gangnam-gu,34.1,52
Gangnam-gu,33.1,59
Gangnam-gu,33.7,61
Gangnam-gu,35.3,53
Gangnam-gu,34,56
Gangnam-gu,33.7,57
Gangnam-gu,33.4,57
Dongjak-gu,33.6,59
Dongjak-gu,35,55
Gangnam-gu,33.1,60
Gangnam-gu,32.6,60
Mapo-gu,33.7,61
Dongjak-gu,34.5,55
Dongjak-gu,34.9,53
Dongjak-gu,33.9,57
Dongjak-gu,33.6,59
Gangnam-gu,33.6,69
Dongjak-gu,34.2,57
Dongjak-gu,33.5,59
Dongjak-gu,34,57
Dongjak-gu,33.2,59
Dongjak-gu,34.3,56
Gangnam-gu,33.1,56
Dongjak-gu,32.9,61
Dongjak-gu,33.6,57
Mapo-gu,33.8,59
Dongjak-gu,34.7,55
Dongjak-gu,34.6,55
Dongjak-gu,34.6,57
Dongjak-gu,35.1,54
Dongjak-gu,33.7,58
Mapo-gu,34.1,59
Dongjak-gu,31.7,65
Dongjak-gu,35.3,53
Dongjak-gu,34.9,53
Dongjak-gu,35.2,54
Dongjak-gu,34.6,56
Mapo-gu,34.3,58
Jungnang-gu,33.2,61
Jungnang-gu,34,56
Jungnang-gu,32.5,63
Jungnang-gu,32.8,62
Jungnang-gu,33,62
Jungnang-gu,33.8,59
Jung-gu,31.9,65
Jungnang-gu,31.6,100
Jungnang-gu,32.8,62
Jungnang-gu,32.7,61
Jungnang-gu,32.8,60
Jung-gu,31.2,67
Jungnang-gu,31.7,83
Jungnang-gu,32.3,83
Jung-gu,31.3,69
Jung-gu,31.6,66
Jung-gu,31.6,68
Jungnang-gu,32.2,64
Jung-gu,31.5,63
Jungnang-gu,33,63
Jung-gu,33.4,60
Jung-gu,32.4,64
Jungnang-gu,32.9,60
Jungnang-gu,34.9,56
Yangcheon-gu,31.6,100
Jung-gu,32.3,64
Jung-gu,32.4,64
Jung-gu,32.3,63
Jung-gu,32.1,65
Jung-gu,33,63
Jung-gu,33.5,60
Jung-gu,32.4,63
Jung-gu,32.2,64
Jung-gu,31.7,66
Jung-gu,31.8,65
Jung-gu,31.9,65
Jung-gu,32.5,64
Jung-gu,32.1,65
Jung-gu,32.7,63
Jung-gu,32.8,61
Jung-gu,32,64
Jung-gu,31.5,100
Jung-gu,32.5,63
Yangcheon-gu,32.7,100
Yangcheon-gu,31.3,100
Jung-gu,31.3,68
Jung-gu,31.3,67
Yeongdeungpo-gu,32.3,63
Yeongdeungpo-gu,32.7,62
Yeongdeungpo-gu,32.6,62
Yeongdeungpo-gu,32.7,62
Yeongdeungpo-gu,32.1,64
Yangcheon-gu,32.1,100
Yeongdeungpo-gu,32.6,60
Yeongdeungpo-gu,32.2,62
Yangcheon-gu,32.5,100
Yeongdeungpo-gu,33,61
Yangcheon-gu,31,100
Yeongdeungpo-gu,32.6,64
Yeongdeungpo-gu,32.8,62
Yeongdeungpo-gu,32,65
Yeongdeungpo-gu,33.3,60
Yeongdeungpo-gu,32.7,62
Yeongdeungpo-gu,31.8,65
Yeongdeungpo-gu,32.3,64
Yeongdeungpo-gu,33.2,60
Yeongdeungpo-gu,32.5,61
Yeongdeungpo-gu,31.4,66
Yeongdeungpo-gu,32.4,63
Yeongdeungpo-gu,32.3,100
Yeongdeungpo-gu,32.1,65
Yeongdeungpo-gu,33.1,60
Gangbuk-gu,32.2,62
Gangbuk-gu,30.8,70
Gangbuk-gu,32.9,63
Gangbuk-gu,31.9,66
Gangbuk-gu,31.5,70
Yeongdeungpo-gu,33.1,59
Yeongdeungpo-gu,31.8,67
Yeongdeungpo-gu,31.3,68
Yeongdeungpo-gu,32.3,100
Yeongdeungpo-gu,32.4,62
Gangbuk-gu,32.9,62
Yeongdeungpo-gu,32.7,62
Yeongdeungpo-gu,32.3,64
Yeongdeungpo-gu,32.3,62
Yeongdeungpo-gu,32,62
Gangbuk-gu,32.8,100
Yeongdeungpo-gu,34.6,57
Yeongdeungpo-gu,31.6,63
Gangbuk-gu,32,66
Gangbuk-gu,32.5,64
Gangbuk-gu,32.6,63
Gangbuk-gu,33.3,61
Gangbuk-gu,30.9,70
Gangbuk-gu,32.6,64
Gangbuk-gu,30.6,69
Gangbuk-gu,33.9,59
Gangbuk-gu,31.7,66
Gangbuk-gu,31.4,67
Gangbuk-gu,31.7,67
Gangbuk-gu,32.2,66
Gangbuk-gu,31.1,69
Gangbuk-gu,32.1,65
Gangbuk-gu,32,65
Yongsan-gu,32.9,62
Yongsan-gu,32.2,63
Gangbuk-gu,31.4,100
Gwanak-gu,33.3,59
Yongsan-gu,32,64
Yongsan-gu,32.8,63
Yongsan-gu,32.4,63
Yongsan-gu,33.7,57
Yongsan-gu,32.2,64
Yongsan-gu,32,65
Gangbuk-gu,30.1,85
Yongsan-gu,31.5,66
Jung-gu,32.2,63
Yongsan-gu,33.7,59
Gwanak-gu,33.5,59
Yongsan-gu,31,67
Yongsan-gu,32.3,64
Gwanak-gu,32.1,62
Gwanak-gu,34,59
Gwanak-gu,33.3,60
Gwanak-gu,32.8,62
Yongsan-gu,32.8,62
Eunpyeong-gu,32.3,65
Yongsan-gu,33.3,61
Yongsan-gu,32.7,63
Yongsan-gu,31.9,100
Gwanak-gu,33.1,59
Yongsan-gu,33.1,61
Gwanak-gu,33.7,60
Yongsan-gu,31.3,87
Gwanak-gu,31.2,65
Gwanak-gu,33.1,60
Gwanak-gu,33.8,59
Eunpyeong-gu,32,65
Gwangjin-gu,31.9,68
Eunpyeong-gu,31.6,66
Eunpyeong-gu,31.4,95
Eunpyeong-gu,32.4,61
Gwanak-gu,31.7,63
Gwanak-gu,33.6,58
Jongno-gu,33,61
Gwanak-gu,33.4,87
Eunpyeong-gu,30.9,94
Gwanak-gu,33.4,59
Gwanak-gu,32.7,60
Gwanak-gu,33.5,58
Gwangjin-gu,32.8,77
Gwanak-gu,30.3,71
Jongno-gu,32.4,63
Gwanak-gu,33,61
Gwangjin-gu,32.5,63
Jongno-gu,34,61
Gwanak-gu,35.5,53
Jongno-gu,33,63
Gwanak-gu,33.5,59
Gwanak-gu,33.8,61
Gwanak-gu,32.2,66
Gwanak-gu,32.5,61
Gwanak-gu,33.1,60
Gwanak-gu,31.9,64
Gwanak-gu,32.3,100
Gwanak-gu,34.4,57
Gwanak-gu,32,64
Eunpyeong-gu,32.7,62
Gwanak-gu,32.2,62
Gwanak-gu,33.4,60
Gwangjin-gu,30.1,100
Gwanak-gu,33.3,58
Eunpyeong-gu,32.3,66
Jongno-gu,32.4,100
Jongno-gu,33.3,64
Gwangjin-gu,32.9,60
Gwanak-gu,32.3,63
Gwanak-gu,32.8,60
Gwanak-gu,31.7,65
Eunpyeong-gu,31.9,65
Eunpyeong-gu,32.3,65
Eunpyeong-gu,31.8,65
Eunpyeong-gu,32.2,63
Jungnang-gu,32.7,61
Jongno-gu,32.5,63
Eunpyeong-gu,32.4,62
Gwanak-gu,33.9,58
Eunpyeong-gu,31.5,65
Jongno-gu,28.3,94
Eunpyeong-gu,31.7,65
Yongsan-gu,32.6,63
Eunpyeong-gu,31.2,69
Eunpyeong-gu,32.4,64
Eunpyeong-gu,31.8,65
Eunpyeong-gu,31.1,67
Eunpyeong-gu,30.1,100
Eunpyeong-gu,31.4,100
Jongno-gu,33.2,62
Eunpyeong-gu,32.6,63
Jongno-gu,32.7,64
Jongno-gu,32.5,63
Jongno-gu,31.8,66
Jongno-gu,31.1,68
Jongno-gu,32.5,65
Jongno-gu,32.5,63
Jongno-gu,32.2,64
Jongno-gu,30.8,70
Jongno-gu,31.8,67
Gwanak-gu,31.9,64
Jongno-gu,31.6,67
Eunpyeong-gu,31.7,65
Jungnang-gu,33.1,61
Jongno-gu,32.1,100
Jongno-gu,32.6,64
Jongno-gu,32.3,62
Jongno-gu,33.2,62
Jongno-gu,34.4,59
Jongno-gu,30.9,70
Jungnang-gu,32.9,61
Jongno-gu,32.7,64
Jongno-gu,31.9,65
Jongno-gu,31.9,67
Jongno-gu,31.9,67
Jongno-gu,33,62
Jongno-gu,30.3,74
Jongno-gu,32,66
Jongno-gu,32.9,64
Jongno-gu,30.9,71
Jongno-gu,33,61
Jongno-gu,33.7,61
Jongno-gu,32.2,100
Jungnang-gu,32.9,60
Gangdong-gu,34.2,54
Yangcheon-gu,33,63
Jongno-gu,31.7,77
Gangdong-gu,34.1,56
Jungnang-gu,33.2,59
Jongno-gu,30.9,100
Jongno-gu,32,66
Gangdong-gu,32.5,63
Jongno-gu,30.8,100
Yangcheon-gu,32,64
Jongno-gu,31.7,96
Jungnang-gu,34.3,56
Jungnang-gu,33.3,59
Jungnang-gu,33.4,58
Yangcheon-gu,32.5,62
Jongno-gu,31.9,70
Gangdong-gu,34.2,56
Yangcheon-gu,32.9,63
Yangcheon-gu,31.8,66
Jungnang-gu,32.7,62
Yangcheon-gu,32.4,64
Yangcheon-gu,33.5,59
Gangdong-gu,34.3,56
Yangcheon-gu,33,60
Yangcheon-gu,31.3,67
Yangcheon-gu,34.8,56
Yangcheon-gu,34.9,56
Gangdong-gu,33.6,57
Jungnang-gu,32.6,61
Jungnang-gu,33.4,59
Gangdong-gu,34,55
Yangcheon-gu,31.5,67
Gangdong-gu,31.7,65
Gangdong-gu,33.2,55
Nowon-gu,33.2,60
Geumcheon-gu,33.8,58
Gangdong-gu,33.5,55
Gangdong-gu,33.3,57
Gangdong-gu,33.7,57
Gangdong-gu,33.4,56
Geumcheon-gu,33.8,58
Gangdong-gu,32.7,59
Geumcheon-gu,33,60
Guro-gu,33,60
Gangdong-gu,32.8,61
Gangdong-gu,33.1,57
Gangdong-gu,33.5,57
Gangdong-gu,32.7,58
Geumcheon-gu,33.3,57
Guro-gu,32.3,63
Geumcheon-gu,32.2,61
Geumcheon-gu,33,60
Gangdong-gu,33.6,56
Guro-gu,32.9,61
Geumcheon-gu,33.1,61
Geumcheon-gu,33.8,69
Geumcheon-gu,32.6,60
Nowon-gu,32.7,62
Gwanak-gu,34.1,57
Nowon-gu,32.3,64
Geumcheon-gu,33.6,58
Dobong-gu,31.5,100
Guro-gu,33.7,58
Geumcheon-gu,32.3,62
Geumcheon-gu,31.8,65
Geumcheon-gu,35.4,53
Geumcheon-gu,38,49
Geumcheon-gu,34,57
Nowon-gu,33.3,59
Geumcheon-gu,31.9,63
Nowon-gu,32.3,63
Geumcheon-gu,33.1,59
Guro-gu,32.2,63
Geumcheon-gu,33,61
Dobong-gu,33,81
Geumcheon-gu,33.1,61
Geumcheon-gu,33.5,58
Geumcheon-gu,32.3,65
Nowon-gu,33.2,59
Dobong-gu,32.8,100
Dobong-gu,33.1,100
Nowon-gu,32,65
Nowon-gu,32.7,62
Geumcheon-gu,33.7,59
Nowon-gu,32.4,62
Nowon-gu,32.4,62
Gangdong-gu,33.7,100
Nowon-gu,31.4,67
Nowon-gu,32,63
Nowon-gu,32,66
Gangdong-gu,34.1,74
Nowon-gu,32.3,64
Dobong-gu,31,70
Nowon-gu,30.8,71
Dobong-gu,32.9,73
Nowon-gu,33,61
Nowon-gu,32.4,63
Dobong-gu,26.1,93
Nowon-gu,31.4,73
Gangdong-gu,34,67
Gangseo-gu,31.5,86
Dobong-gu,31.3,89
Nowon-gu,31.4,69
Gangseo-gu,32.7,76
Gangdong-gu,34.6,57
Dobong-gu,32.3,100
Gangdong-gu,33.4,61
Dobong-gu,29.3,100
Dobong-gu,32.7,67
Gangdong-gu,34.3,100
Nowon-gu,33.7,61
Dobong-gu,31.6,77
Dobong-gu,24.6,92
Gangdong-gu,32.1,71
Gangdong-gu,34,96
Gangseo-gu,32.6,62
Gangseo-gu,31.5,90
Dobong-gu,32.4,64
Gangseo-gu,32.5,62
Gangdong-gu,33.4,69
Gangdong-gu,33.6,55
Gangseo-gu,31.5,91
Gangseo-gu,30.7,73
Gangseo-gu,32.6,64
Gangdong-gu,33.3,66
Gangdong-gu,34.7,87
Gwanak-gu,33.9,57
Gangdong-gu,32.5,100
Nowon-gu,32.8,61
Gangseo-gu,33,100
Gangseo-gu,32.3,76
Gangdong-gu,33.7,58
Gwanak-gu,33.2,60
Gangseo-gu,31.6,100
Gwanak-gu,33.2,58
Gangseo-gu,32.1,100
Gangseo-gu,31.6,100
Gangseo-gu,30.8,100
Gwanak-gu,32.2,62
Nowon-gu,31.9,64
Nowon-gu,32.5,63
Gwanak-gu,30.6,73
Nowon-gu,32.2,96
Gwanak-gu,33.7,59
Dobong-gu,32.8,64
Dobong-gu,32,66
Gwanak-gu,32.4,62
Gwanak-gu,34,57
Gwanak-gu,33.4,59
Gwanak-gu,33.9,56
Gangdong-gu,33.3,100
Gwanak-gu,33.6,58
Dobong-gu,32.8,63
Dobong-gu,32.4,65
Dobong-gu,31.5,74
Gwanak-gu,32.7,62
Nowon-gu,34.2,57
Gwanak-gu,32.8,61
Nowon-gu,33,60
Dobong-gu,32.2,67
Dobong-gu,32.1,66
Nowon-gu,32,64
Dobong-gu,33.2,62
Gangnam-gu,31.6,69
Dobong-gu,33,65
Gwanak-gu,33.6,58
Dobong-gu,31.2,70
Nowon-gu,31.9,100
Gwanak-gu,32.6,62
Gwanak-gu,32.4,64
Gwanak-gu,33.5,58
Nowon-gu,31.5,67
Gwanak-gu,33,57
Dobong-gu,32.8,64
Dobong-gu,31.8,66
Nowon-gu,32.3,65
Dobong-gu,32.5,63
Gwanak-gu,32.7,67
Gwanak-gu,33.9,57
Gwanak-gu,32.6,63
Nowon-gu,30,74
Nowon-gu,32.3,94
Gwanak-gu,32.4,60
Gwanak-gu,33.5,59
Dobong-gu,32.2,64
Dobong-gu,34,59
Dobong-gu,32.2,66
Dobong-gu,34,60
Dobong-gu,31.7,71
Dobong-gu,31.9,68
Dobong-gu,32.9,65
Dobong-gu,31.6,67
Gangnam-gu,32.1,98
Dobong-gu,33.1,61
Gangdong-gu,33.3,57
Gangdong-gu,34.4,82
Dobong-gu,32.3,63
Dobong-gu,32.1,65
Gangdong-gu,32.9,69
Gangnam-gu,27.8,100
Gangnam-gu,32.6,95
Gangdong-gu,32.4,77
Gangdong-gu,32.6,100
Gangnam-gu,32.8,100
Gangdong-gu,33.5,70
